game_num,agent_name,chip_delta,won
225,MCCFRAgent_2,-2,False
226,MCCFRAgent_1,2,True
226,MCCFRAgent_2,-2,False
227,MCCFRAgent_1,2,True
227,MCCFRAgent_2,-2,False
228,MCCFRAgent_1,100,True
228,MCCFRAgent_2,-100,False
229,MCCFRAgent_1,-2,False
229,MCCFRAgent_2,2,True
230,MCCFRAgent_1,2,True
230,MCCFRAgent_2,-2,False
231,MCCFRAgent_1,100,True
231,MCCFRAgent_2,-100,False
232,MCCFRAgent_1,100,True
232,MCCFRAgent_2,-100,False
233,MCCFRAgent_1,-1,False
233,MCCFRAgent_2,1,True
234,MCCFRAgent_1,2,True
234,MCCFRAgent_2,-2,False
235,MCCFRAgent_1,-100,False
235,MCCFRAgent_2,100,True
236,MCCFRAgent_1,-1,False
236,MCCFRAgent_2,1,True
237,MCCFRAgent_1,-4,False
237,MCCFRAgent_2,4,True
238,MCCFRAgent_1,-4,False
238,MCCFRAgent_2,4,True
239,MCCFRAgent_1,2,True
239,MCCFRAgent_2,-2,False
240,MCCFRAgent_1,100,True
240,MCCFRAgent_2,-100,False
241,MCCFRAgent_1,-100,False
241,MCCFRAgent_2,100,True
242,MCCFRAgent_1,8,True
242,MCCFRAgent_2,-8,False
243,MCCFRAgent_1,2,True
243,MCCFRAgent_2,-2,False
244,MCCFRAgent_1,100,True
244,MCCFRAgent_2,-100,False
245,MCCFRAgent_1,2,True
245,MCCFRAgent_2,-2,False
246,MCCFRAgent_1,2,True
246,MCCFRAgent_2,-2,False
247,MCCFRAgent_1,4,True
247,MCCFRAgent_2,-4,False
248,MCCFRAgent_1,2,True
248,MCCFRAgent_2,-2,False
249,MCCFRAgent_1,-1,False
249,MCCFRAgent_2,1,True
250,MCCFRAgent_1,-46,False
250,MCCFRAgent_2,46,True
251,MCCFRAgent_1,2,True
251,MCCFRAgent_2,-2,False
252,MCCFRAgent_1,2,True
252,MCCFRAgent_2,-2,False
253,MCCFRAgent_1,100,True
253,MCCFRAgent_2,-100,False
254,MCCFRAgent_1,-1,False
254,MCCFRAgent_2,1,True
255,MCCFRAgent_1,17,True
255,MCCFRAgent_2,-17,False
256,MCCFRAgent_1,2,True
256,MCCFRAgent_2,-2,False
257,MCCFRAgent_1,2,True
257,MCCFRAgent_2,-2,False
258,MCCFRAgent_1,-4,False
258,MCCFRAgent_2,4,True
259,MCCFRAgent_1,16,True
259,MCCFRAgent_2,-16,False
260,MCCFRAgent_1,2,True
260,MCCFRAgent_2,-2,False
261,MCCFRAgent_1,4,True
